id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3483001,Hanh,,Westminster,51.52492715,-0.184246693,Entire home/apt,120,1,3,2015/3/31,0.3,1,341
2861670,Caroline,,Westminster,51.51711153,-0.166286635,Private room,115,2,5,2015/1/19,0.5,1,2
5412137,Tim,,Westminster,51.51436832,-0.121917637,Entire home/apt,357,5,1,2015/3/2,0.8,7,111
4593558,Bright Double Room,,Westminster,51.52139103,-0.158038442,Private room,99,1,2,2014/11/25,0.4,2,365
4077049,Natalì,,Westminster,51.5284037,-0.189657075,Private room,69,7,1,2014/9/20,0.1,8,365
4864987,Eugénie Louise,,Westminster,51.48785108,-0.134725295,Entire home/apt,120,1,0,,,2,218
4577745,Fabrizio,,Westminster,51.49232389,-0.140451574,Private room,80,1,2,2015/3/8,1.2,1,341
5759694,Sarah,,Westminster,51.5111183,-0.179353156,Private room,150,1,0,,,1,365
1085170,James,,Westminster,51.51105746,-0.148476326,Entire home/apt,139,3,12,2015/1/21,0.5,1,280
4081595,Emanuela,,Westminster,51.51786662,-0.191518412,Entire home/apt,99,2,35,2015/3/27,5.9,2,252
5305688,Yvonne,,Westminster,51.52115095,-0.170062316,Private room,45,2,3,2015/3/15,1.8,23,280
3857158,Adam,,Westminster,51.51402735,-0.12278433,Entire home/apt,245,3,3,2015/3/21,0.4,33,135
4785779,Michelle,,Westminster,51.5243951,-0.188886455,Entire home/apt,250,1,0,,,4,142
5322791,Adam,,Westminster,51.50920261,-0.12485887,Entire home/apt,149,1,1,2015/3/29,1,3,318
2065177,Olu,,Westminster,51.51474251,-0.183108983,Entire home/apt,120,3,10,2014/8/8,0.7,13,365
4448108,Dan,,Westminster,51.51590698,-0.134216458,Entire home/apt,225,1,3,2015/3/17,1.7,6,301
327338,Renato,,Westminster,51.51255148,-0.12926244,Entire home/apt,119,1,81,2015/3/16,2.3,3,262
3041031,Lou,,Westminster,51.51716708,-0.173220775,Private room,90,2,21,2015/3/31,2.1,1,330
2744681,Antonia,,Westminster,51.50947096,-0.149346139,Entire home/apt,125,5,16,2015/4/4,1.4,1,356
4263469,Majid,,Westminster,51.5111274,-0.133027813,Entire home/apt,109,1,16,2015/4/4,4.2,3,285
4821237,Achin,,Westminster,51.51894721,-0.171093443,Private room,95,1,2,2015/1/2,0.6,1,91
1014295,Julien,,Tower Hamlets,51.52412489,-0.054964804,Entire home/apt,112,2,9,2015/3/2,0.4,1,265
588566,Vn,,Westminster,51.51415158,-0.188544002,Private room,49,1,15,2015/3/31,1,3,324
5306457,Yvonne,,Westminster,51.52247452,-0.169738075,Private room,45,2,5,2015/3/21,3,23,335
2700206,Fernando,,Westminster,51.5165298,-0.180590265,Entire home/apt,200,2,14,2015/3/22,1.2,6,304
4453844,Liliya,,Westminster,51.52402489,-0.201726681,Entire home/apt,124,1,0,,,1,134
803376,Glenn,,Westminster,51.51203588,-0.129528718,Entire home/apt,114,3,23,2015/3/7,1.4,19,309
1839499,Sam,,Westminster,51.51967191,-0.202667502,Private room,50,1,5,2015/4/5,0.7,1,353
2562547,Celine,,Westminster,51.525711,-0.187371024,Entire home/apt,150,2,6,2014/9/12,0.6,1,349
5695212,Andrea,,Westminster,51.5249312,-0.193593737,Entire home/apt,140,1,0,,,1,321
5075353,Olu,,Westminster,51.52206647,-0.173405777,Entire home/apt,175,5,0,,,13,365
1717907,Glenn,,Westminster,51.51512384,-0.131412677,Entire home/apt,129,1,62,2015/3/30,3.5,19,298
1008996,Tim,,Westminster,51.51245141,-0.180544407,Private room,80,1,14,2015/3/22,0.6,2,346
5824668,Sophie,,Westminster,51.5181494,-0.198383315,Entire home/apt,175,1,0,,,1,327
5098380,Gareth,,Westminster,51.4891096,-0.143753405,Entire home/apt,100,3,3,2015/3/30,2.3,2,281
5034664,Emma,,Westminster,51.52511382,-0.192523555,Entire home/apt,98,1,1,2015/2/17,0.6,1,269
5744084,Françoise,,Westminster,51.51680477,-0.189064428,Entire home/apt,184,5,0,,,1,234
3589513,Natalia,,Westminster,51.51478724,-0.175629198,Entire home/apt,1000,2,18,2015/1/9,2.2,1,86
2642738,Danilo,,Westminster,51.51756407,-0.171114292,Entire home/apt,99,1,31,2015/3/23,2.5,16,271
4555899,Sue,,Westminster,51.51592843,-0.163684639,Entire home/apt,140,7,5,2015/3/30,1.3,8,314
1765792,Natalì,,Westminster,51.51827656,-0.173625079,Private room,75,7,1,2015/3/24,1,8,365
4498509,Jesse,,Westminster,51.5163028,-0.163272929,Entire home/apt,105,2,7,2015/2/10,1.5,1,267
394886,Adam,,Westminster,51.50787767,-0.124662631,Entire home/apt,175,3,27,2015/2/14,0.8,33,176
5446645,Yvonne,,Camden,51.52915244,-0.117183549,Entire home/apt,78,2,1,2015/3/16,1,23,224
4611302,Alexander,,Camden,51.53419165,-0.132472035,Private room,55,3,0,,,1,114
3000272,Shermaine,,Camden,51.53455657,-0.138417404,Entire home/apt,90,2,22,2015/3/9,2.3,4,279
5019455,Lu,,Camden,51.52703398,-0.114813917,Private room,50,1,9,2015/4/2,5.3,1,189
4063149,Leriene,,Camden,51.55457945,-0.163977305,Entire home/apt,150,5,0,,,1,76
4929637,Sharon,,Camden,51.55165812,-0.132669979,Private room,38,3,2,2015/3/21,1.2,1,310
2869776,Andy,,Camden,51.54267748,-0.141192187,Entire home/apt,120,2,18,2015/3/22,1.6,1,340
3827031,Demir,,Camden,51.53883595,-0.147432669,Entire home/apt,220,7,0,,,1,227
56376,Ciaran,,Camden,51.54688573,-0.195861918,Entire home/apt,120,2,30,2015/3/22,0.7,2,273
5561197,Tina,,Camden,51.52426631,-0.115033387,Private room,93,1,0,,,2,365
983697,Barry,,Camden,51.54482693,-0.164266867,Entire home/apt,110,2,63,2015/3/1,2.5,1,224
5580928,Juliana,,Camden,51.52678854,-0.125034646,Entire home/apt,100,1,0,,,2,313
5157222,Susan And Natasha,,Camden,51.53683841,-0.189979523,Private room,50,1,0,,,2,359
841728,Andrew,,Camden,51.52329747,-0.122844781,Entire home/apt,110,3,61,2015/3/24,2.2,1,292
391392,Olanna,,Camden,51.53423109,-0.140188721,Private room,60,1,129,2015/4/1,3.5,1,293
5177504,Miriam,,Camden,51.55100948,-0.180033227,Entire home/apt,280,2,1,2015/3/18,1,1,276
4588653,Tatjana,,Camden,51.55082977,-0.196756316,Entire home/apt,140,3,0,,,1,365
2523289,Ben,,Camden,51.54121713,-0.163648505,Entire home/apt,165,2,0,,,1,365
4198582,Geoffrey,,Camden,51.52640029,-0.12294046,Entire home/apt,120,3,11,2015/3/31,1.8,1,241
3462433,Riccardo,,Islington,51.54846398,-0.115781044,Private room,45,1,0,,,1,255
549070,Ocky/Camelia,,Camden,51.52004576,-0.116376014,Entire home/apt,115,7,17,2015/2/10,0.5,27,224
3990498,Arzu,,Camden,51.55037826,-0.151688186,Private room,28,1,30,2015/4/2,4.2,4,279
4363460,George,,Hackney,51.56309913,-0.069696616,Private room,35,2,0,,,1,355
2465128,Yaniv,,Camden,51.54862703,-0.184277971,Entire home/apt,110,6,3,2014/7/9,0.3,1,132
3318784,Flavio,,Tower Hamlets,51.51608475,-0.047194454,Private room,50,1,0,,,1,365
3336060,Elisabeth,,Camden,51.53067372,-0.118997867,Private room,81,1,1,2014/8/26,0.1,1,227
2865219,Franziska & Dacio,,Camden,51.55012349,-0.187052377,Entire home/apt,65,4,2,2014/6/22,0.2,1,111
5599406,Sanmeet,,Camden,51.54222006,-0.138613255,Entire home/apt,130,3,0,,,1,304
4255469,Cristiane,,Camden,51.53579239,-0.13946082,Entire home/apt,65,1,3,2015/1/6,0.6,6,294
4611481,Vasiliki,,Camden,51.5360757,-0.142705911,Entire home/apt,105,7,0,,,1,114
2988621,Eman,,Camden,51.52895562,-0.120682468,Private room,45,2,19,2015/3/16,2.1,1,76
870298,Anne,,Camden,51.52116125,-0.122129796,Entire home/apt,99,5,35,2015/3/23,1.5,1,224
5074784,Stephen,,Camden,51.52254364,-0.139105851,Entire home/apt,120,3,0,,,1,304
5507576,Willian,,Camden,51.5196267,-0.112192103,Entire home/apt,95,3,1,2015/3/23,1,26,285
2940997,Danilo,,Camden,51.54243451,-0.139802132,Entire home/apt,94,1,42,2015/3/27,3.8,16,298
5023472,Mark,,Camden,51.54536288,-0.138875571,Private room,69,2,1,2015/3/26,1,1,347
4890705,Danilo,,Camden,51.53454126,-0.13745496,Entire home/apt,90,1,12,2015/4/3,3.6,16,252
2157422,Ben,,Camden,51.53314465,-0.135622637,Entire home/apt,100,3,7,2015/3/6,0.5,1,93
4057804,Spencer,,Camden,51.54185153,-0.15259243,Private room,70,1,0,,,2,365
4611133,Joan,,Tower Hamlets,51.49509702,-0.006744757,Entire home/apt,85,2,7,2015/4/2,1.5,2,216
3253117,Hilmi,,Tower Hamlets,51.5165397,-0.07345178,Entire home/apt,115,3,11,2015/3/21,1.5,19,365
5218823,Sammar,,Tower Hamlets,51.52511828,-0.070369666,Entire home/apt,100,1,0,,,1,347
4049924,Juliana And John,,Tower Hamlets,51.53009917,-0.044921325,Private room,29,1,7,2015/4/1,4,4,324
5200482,Juan,,Tower Hamlets,51.5239148,-0.050901979,Private room,39,3,2,2015/2/18,1.2,1,94
5866818,Alizée,,Tower Hamlets,51.52659473,-0.051679397,Private room,25,1,0,,,1,199
463948,Pano And Naree,,Tower Hamlets,51.51632365,-0.024981301,Private room,45,1,0,,,1,365
3239071,Magali,,Haringey,51.59783847,-0.118519557,Entire home/apt,80,1,1,2014/9/1,0.1,1,281
1777642,Jimmy,,Hackney,51.56179505,-0.067176603,Private room,60,1,0,,,1,365
1734235,Izabela & Piotr,,Tower Hamlets,51.51690839,-0.065742226,Entire home/apt,119,3,5,2015/1/1,0.3,1,66
481099,J (And Family),,Hackney,51.55710476,-0.048737701,Private room,46,2,52,2015/3/19,1.5,1,323
311996,Camelia,,Islington,51.55477791,-0.112730435,Entire home/apt,145,5,1,2014/10/1,0.2,3,351
3471743,Victoria,,Hackney,51.56301015,-0.075814097,Entire home/apt,55,3,11,2015/3/28,1.2,2,277
5264970,Rebecca & Grace,,Tower Hamlets,51.53228709,-0.063039248,Private room,55,1,1,2015/3/8,1,1,306
3747740,Borja,,Tower Hamlets,51.52575822,-0.073556925,Private room,50,3,0,,,1,224
4377707,Rodolfo,,Tower Hamlets,51.51008764,-0.064007435,Private room,55,1,3,2015/3/9,0.6,2,2
885228,Raf,,Tower Hamlets,51.51389248,-0.05916787,Private room,50,2,30,2014/12/8,1.3,1,165
4859131,Silvana,,Tower Hamlets,51.51340963,-0.042561564,Private room,45,1,2,2015/1/4,0.6,1,82
2627319,Simon,,Tower Hamlets,51.52478976,-0.023718514,Entire home/apt,165,7,0,,,1,353
4954006,Amelie,,Tower Hamlets,51.5093061,-0.015540299,Private room,29,3,1,2015/3/16,1,13,364
3321113,Vivian,,Lambeth,51.48676693,-0.119417949,Entire home/apt,95,3,4,2015/2/23,0.7,1,113
1038214,Nadia,,Islington,51.56087593,-0.118177018,Private room,55,1,8,2014/6/15,0.3,6,96
5535422,Roberto,,Islington,51.54583956,-0.114903743,Private room,40,2,0,,,2,243
5188392,Teresa,,Islington,51.53109454,-0.107716686,Entire home/apt,180,1,0,,,1,284
693300,Peter,,Kensington and Chelsea,51.49110799,-0.193423858,Entire home/apt,110,14,7,2014/10/19,0.3,2,303
4708002,Fouad,,Greenwich,51.48461351,-0.021038626,Private room,50,1,0,,,2,365
1525664,Natalie,,Hackney,51.52450853,-0.080222901,Private room,58,5,38,2015/3/23,1.9,3,328
5432244,Colette,,Westminster,51.53281403,-0.173369229,Entire home/apt,95,1,4,2015/3/31,4,1,292
1346303,Patricia,,Westminster,51.52981119,-0.193288941,Entire home/apt,135,4,5,2014/9/3,0.4,1,242
5696637,Jason,,Westminster,51.51171985,-0.130960756,Entire home/apt,159,2,0,,,4,28
1829345,Chris,,Westminster,51.51457502,-0.190559803,Entire home/apt,200,3,3,2015/1/5,0.2,1,111
5677535,Tom,,Westminster,51.53063905,-0.186744542,Entire home/apt,140,1,0,,,1,353
5587208,Aj,,Westminster,51.52294355,-0.157910745,Private room,69,1,1,2015/3/16,1,5,355
5099564,Alex,,Tower Hamlets,51.48691235,-0.012688107,Private room,27,5,0,,,1,52
1411286,Constantin,,Westminster,51.51629687,-0.13457008,Entire home/apt,199,2,13,2015/3/29,0.7,1,123
3458016,Kim,,Tower Hamlets,51.49664487,-0.019150176,Private room,45,1,6,2015/1/15,0.7,3,276
4774919,Gloria,,Tower Hamlets,51.52241025,-0.04985692,Private room,37,2,0,,,2,106
1341379,Gilbert,,Tower Hamlets,51.51589968,-0.07549467,Entire home/apt,250,2,14,2015/3/30,1.4,1,321
4927925,James,,Camden,51.55040998,-0.190545406,Entire home/apt,200,4,2,2015/2/16,1,1,31
5429851,Julie,,Camden,51.52892075,-0.128967124,Private room,45,4,1,2015/3/6,0.9,6,16
5621902,Julien,,Tower Hamlets,51.52055509,-0.060169665,Entire home/apt,99,3,0,,,1,365
5121515,Kate,,Tower Hamlets,51.51927328,-0.042979579,Private room,80,1,0,,,1,50
3370607,Maria,,Hammersmith and Fulham,51.48678731,-0.2218398,Entire home/apt,90,3,12,2015/3/24,1.3,6,179
2839143,Davey,,Greenwich,51.47635863,-0.015433369,Entire home/apt,115,3,26,2015/4/3,2.5,1,283
5543131,Emran,,Tower Hamlets,51.52592968,-0.074940722,Private room,40,3,0,,,26,9
1858820,Mickey,,Tower Hamlets,51.52894859,-0.07502722,Private room,35,1,1,2014/10/2,0.2,1,365
2104402,Alice,,Hammersmith and Fulham,51.47794726,-0.191403517,Entire home/apt,298,5,0,,,97,365
4452429,James,,Tower Hamlets,51.51398468,-0.056122851,Private room,80,1,0,,,1,303
5715216,Daniel,,Westminster,51.49313574,-0.126005182,Entire home/apt,5000,1,0,,,2,365
4342705,Nikki,,Tower Hamlets,51.52491532,-0.058630611,Entire home/apt,80,1,1,2015/3/17,1,2,97
965289,Arvi,,Tower Hamlets,51.49768651,-0.016503489,Entire home/apt,149,6,6,2015/1/19,0.3,54,339
3400223,Torben,,Tower Hamlets,51.51155904,-0.068199997,Private room,66,1,0,,,1,303
4749543,Martin,,Tower Hamlets,51.51304049,-0.065967522,Private room,70,1,0,,,1,365
4650198,Trey,,Tower Hamlets,51.52582786,-0.016493044,Private room,60,1,0,,,2,365
4820624,Daniela,,Tower Hamlets,51.51855001,-0.070698358,Private room,50,1,23,2015/4/2,7.5,1,19
3342877,Ana,,Southwark,51.49531908,-0.08263055,Entire home/apt,88,1,0,,,2,233
1760593,Bojan,,Islington,51.56513556,-0.138017607,Entire home/apt,75,3,3,2015/1/5,0.2,1,238
567910,Radka,,Tower Hamlets,51.53531303,-0.048634713,Private room,59,2,20,2015/1/25,1.1,1,359
4493963,Jean-Baptiste,,Islington,51.52665013,-0.103661034,Private room,90,2,1,2014/11/14,0.2,3,128
1757071,Fabio,,Tower Hamlets,51.52499337,-0.010584788,Private room,55,2,18,2015/3/28,1.2,1,335
4264596,Eleonora,,Tower Hamlets,51.49678759,-0.021017954,Private room,85,1,0,,,1,365
1084968,Cristina,,Kensington and Chelsea,51.5196411,-0.210773204,Entire home/apt,105,1,47,2015/1/1,2.1,1,286
2595448,Valéria & Chris,,Tower Hamlets,51.52109767,-0.038250785,Private room,30,1,1,2015/1/25,0.4,47,351
4238813,Charlie,,Brent,51.55280925,-0.218508251,Entire home/apt,72,2,13,2015/3/8,2.2,1,164
4560870,Maite,,Lewisham,51.47067613,-0.029939761,Entire home/apt,175,1,0,,,1,120
401747,Richard,,Lewisham,51.47007189,-0.008135298,Entire home/apt,90,2,5,2014/4/15,0.2,1,219
5063703,Jess And Giorgio,,Islington,51.53225329,-0.109816801,Entire home/apt,89,1,8,2015/4/5,5,1,59
5012473,Gloria,,Tower Hamlets,51.52404777,-0.050805997,Private room,40,2,0,,,2,62
5561093,Maria,,Tower Hamlets,51.52958224,-0.064514666,Private room,45,1,0,,,1,312
5855986,Shermaine,,Camden,51.5290496,-0.123662445,Entire home/apt,250,2,0,,,4,365
766081,Lorry,,Hackney,51.54573245,-0.066749345,Private room,45,3,9,2015/1/10,0.3,1,234
1329173,Glenn,,Westminster,51.5143229,-0.130868064,Entire home/apt,129,1,81,2015/3/29,4.1,19,283
5431492,Jolanta,,Tower Hamlets,51.52026173,-0.050715023,Entire home/apt,120,1,3,2015/3/31,3,2,365
4826690,Lara,,Tower Hamlets,51.52706855,-0.033817407,Entire home/apt,90,1,1,2015/3/16,1,1,361
3354233,Paula,,Tower Hamlets,51.52905324,-0.055577398,Private room,50,1,4,2015/1/2,0.6,1,217
5614727,Tom,,Tower Hamlets,51.52295316,-0.071346774,Entire home/apt,124,2,2,2015/3/29,2,1,126
4045295,Sophie,,Islington,51.56294089,-0.126890423,Entire home/apt,99,3,1,2014/9/15,0.1,1,214
755959,Karen,,Southwark,51.50167187,-0.067926327,Entire home/apt,100,2,27,2015/3/27,0.9,1,239
861906,Cleverson,,Islington,51.53008943,-0.115759998,Private room,50,1,61,2015/3/16,2.5,4,354
5825147,Theo,,Islington,51.56494675,-0.120004315,Private room,30,1,0,,,1,228
4365498,Julia,,Hackney,51.56308206,-0.06857284,Entire home/apt,140,1,0,,,2,144
3770756,Nora,,Hackney,51.5527572,-0.07313253,Private room,45,1,0,,,1,365
2681394,Alejandro,,Lambeth,51.46042618,-0.096770317,Private room,50,1,1,2014/11/2,0.2,2,365
5830230,Andrew,,Hackney,51.56066105,-0.073734167,Private room,45,1,1,2015/3/31,1,1,365
2939913,Mehmed,,Hackney,51.5504206,-0.072986405,Entire home/apt,149,2,29,2015/3/16,2.8,1,37
402407,Tyron,,Hackney,51.53952593,-0.040468654,Entire home/apt,200,1,15,2015/1/1,0.4,2,364
1361720,Adriana,,Hackney,51.53179598,-0.070909789,Entire home/apt,170,1,4,2014/8/25,0.2,1,202
4883315,Manolis,,Hackney,51.54688267,-0.063613304,Private room,75,1,0,,,1,365
1017834,Martin & Ann,,Hackney,51.54193257,-0.065060127,Private room,80,1,7,2014/7/11,0.3,2,365
2279831,Di,,Hackney,51.55659927,-0.04978544,Entire home/apt,75,1,5,2015/1/6,0.5,1,355
2591653,Emine,,Southwark,51.46139672,-0.090447116,Private room,50,1,3,2014/12/9,0.3,1,365
4837348,Gavin,,Southwark,51.47492451,-0.09288353,Entire home/apt,174,1,0,,,1,365
5090721,Gavin,,Islington,51.53797298,-0.097816713,Entire home/apt,115,1,0,,,2,126
5819410,Federico,,Lambeth,51.4517674,-0.129860165,Private room,30,1,0,,,1,256
4017676,Saint James,,Kensington and Chelsea,51.49425246,-0.195285332,Private room,90,1,0,,,8,365
582899,Tom,,Lambeth,51.475336,-0.13200883,Entire home/apt,120,3,8,2015/1/14,0.3,1,312
4795386,Mirian,,Southwark,51.49179351,-0.100901267,Shared room,21,1,9,2015/4/5,2.9,11,335
5135487,Funda,,Kensington and Chelsea,51.48868336,-0.176731374,Entire home/apt,70,3,10,2015/4/5,5.8,3,48
2882052,Dan,,Westminster,51.49774176,-0.13438706,Entire home/apt,130,1,73,2015/4/1,7.2,3,213
3765184,Vishal,,Tower Hamlets,51.49312989,-0.006457502,Private room,50,1,0,,,1,365
4043647,UnderTheDoormat,,Tower Hamlets,51.51167092,-0.060116448,Entire home/apt,119,3,0,,,16,12
2539326,Maya,,Camden,51.5551655,-0.163995645,Private room,80,3,1,2014/5/4,0.1,1,365
468992,Leah,,Southwark,51.49601196,-0.043916428,Private room,90,1,1,2013/7/11,0,1,89
3329905,Virginie&Hugo,,Westminster,51.52740972,-0.192934349,Private room,55,1,3,2014/12/7,0.5,1,365
100995,Chris,,Westminster,51.51775753,-0.160481911,Entire home/apt,250,2,12,2014/12/31,1.2,1,358
3715629,Ben,,Islington,51.55803845,-0.099647995,Entire home/apt,85,1,1,2014/11/16,0.2,1,343
4992179,Elham,,Ealing,51.51233292,-0.317764934,Private room,95,3,0,,,1,365
3652942,Giovanni & Nadia,,Lewisham,51.47524953,-0.037488046,Shared room,13,10,0,,,28,365
3631834,Maxime And Fanny,,Hammersmith and Fulham,51.49753147,-0.21388065,Entire home/apt,119,1,1,2014/10/6,0.2,100,25
845023,Diego,,Hammersmith and Fulham,51.51029938,-0.220949308,Entire home/apt,67,4,8,2015/1/2,0.4,1,170
2615619,Caroline,,Hammersmith and Fulham,51.46841365,-0.189272461,Private room,79,1,4,2014/7/8,0.4,2,365
2595913,Samantha,,Hammersmith and Fulham,51.47496384,-0.220143998,Entire home/apt,120,1,8,2015/1/3,0.7,1,114
3889412,Kamlesh,,Kensington and Chelsea,51.50618896,-0.213687555,Entire home/apt,160,2,4,2015/1/1,0.5,1,123
4862632,Magda,,Kensington and Chelsea,51.51100384,-0.194869949,Entire home/apt,140,1,0,,,3,272
598481,Francesco,,Kensington and Chelsea,51.4964997,-0.167591253,Entire home/apt,160,4,14,2015/1/14,0.5,12,47
5560874,Cecilia,,Kensington and Chelsea,51.49234605,-0.193549963,Private room,88,3,0,,,3,351
4473149,Kremena And Alex,,Kensington and Chelsea,51.48652281,-0.163480407,Entire home/apt,200,3,1,2015/1/2,0.3,25,201
4481920,Linh,,City of London,51.52253347,-0.095577308,Entire home/apt,110,1,0,,,1,310
5270369,M,,Newham,51.53608316,0.062371475,Entire home/apt,270,1,1,2015/3/22,1,3,321
905492,Carrie,,Westminster,51.52065853,-0.172146952,Private room,30,3,52,2015/3/28,2,16,197
5800326,Sonja,,Tower Hamlets,51.50921259,-0.040498535,Private room,115,1,0,,,1,360
5258063,Ian,,Ealing,51.51677538,-0.299124387,Private room,60,1,0,,,1,364
1204627,Caroline,,Hackney,51.57214984,-0.094822372,Entire home/apt,100,2,12,2014/11/7,0.8,1,279
1845968,Olivia,,Enfield,51.64401157,-0.054377153,Private room,55,2,1,2014/6/19,0.1,2,365
4328611,Anneli,,Lambeth,51.44742903,-0.111112026,Entire home/apt,129,1,9,2015/3/31,1.7,1,307
1499624,Ursula,,Islington,51.55714942,-0.117254117,Entire home/apt,65,3,5,2014/3/10,0.3,1,193
5564533,Manuel,,Lambeth,51.46043338,-0.128506456,Private room,39,2,1,2015/3/23,1,2,14
5245862,Aurelie,,Lambeth,51.46228433,-0.138684918,Entire home/apt,119,1,1,2015/3/29,1,35,187
995254,Meena,,Lambeth,51.45516919,-0.107797132,Entire home/apt,90,1,25,2014/11/10,1,1,332
1241629,Izabela,,Camden,51.52116066,-0.121301619,Entire home/apt,120,7,12,2014/11/9,0.6,15,365
2707880,Jose,,Lambeth,51.46135054,-0.110172341,Private room,45,2,1,2015/3/23,1,1,184
3904216,David,,Lambeth,51.45904527,-0.135657493,Private room,60,1,7,2015/3/23,1.3,1,365
5794941,Sylvia,,Newham,51.539388,-0.00103071,Private room,53,1,0,,,2,365
3495314,Phil,,Haringey,51.5914875,-0.094665967,Private room,30,2,24,2015/3/25,2.8,2,348
1514537,Dan,,Southwark,51.49168393,-0.095364312,Private room,49,8,10,2015/1/7,0.5,3,236
3700060,Anne,,Hammersmith and Fulham,51.50963587,-0.21765624,Entire home/apt,100,5,5,2014/10/27,0.6,1,359
2656915,Temitope,,Hammersmith and Fulham,51.49835439,-0.226478231,Entire home/apt,200,7,1,2014/7/8,0.1,3,358
4569930,Salman,,Kensington and Chelsea,51.50095418,-0.187215037,Entire home/apt,100,1,7,2015/3/27,1.8,15,256
4547390,Hasan,,Kensington and Chelsea,51.50902879,-0.194158102,Private room,55,1,16,2015/4/4,3.4,3,311
5777766,Berenice,,Kensington and Chelsea,51.5149028,-0.212059435,Private room,53,1,0,,,1,304
3470581,Alicia,,Islington,51.54828495,-0.109210826,Private room,45,1,0,,,1,254
4742592,Tim,,Camden,51.5427538,-0.194122728,Entire home/apt,150,4,0,,,1,360
5432912,Bertrand,,Hackney,51.52745884,-0.081305297,Entire home/apt,150,1,0,,,2,115
4722474,Stefano,,Southwark,51.50511552,-0.07603946,Entire home/apt,125,1,1,2015/1/6,0.3,1,340
2663530,Shankar,,Westminster,51.51729172,-0.134621301,Private room,75,1,8,2014/12/21,0.7,2,29
2523352,Ellen,,Tower Hamlets,51.4902852,-0.017840272,Entire home/apt,75,1,5,2014/11/7,0.6,2,355
5611662,Petra,,Lambeth,51.49612829,-0.113472065,Entire home/apt,350,2,0,,,106,350
1160764,Stijn,,Hammersmith and Fulham,51.47645467,-0.201698198,Entire home/apt,299,2,3,2014/8/25,0.2,1,102
1971286,Vlad,,Hammersmith and Fulham,51.4743399,-0.181404557,Entire home/apt,150,3,7,2015/3/29,1.8,3,278
5035623,Simone,,Hammersmith and Fulham,51.48546428,-0.213819348,Entire home/apt,180,2,0,,,1,33
5811784,Christiane,,Kensington and Chelsea,51.5077045,-0.198016312,Entire home/apt,98,2,0,,,1,65
1113203,Umran,,Hounslow,51.47132312,-0.36334579,Private room,62,1,0,,,1,365
5765739,Mazarine,,Kensington and Chelsea,51.48546848,-0.167715503,Entire home/apt,110,1,0,,,1,357
5726144,Elise,,Kensington and Chelsea,51.49195336,-0.156950737,Entire home/apt,295,7,0,,,1,22
3339063,Joanna,,Kensington and Chelsea,51.48426405,-0.18537112,Private room,70,4,4,2014/9/18,0.4,3,361
5012416,Musie,,Kensington and Chelsea,51.50757325,-0.214447499,Entire home/apt,130,1,0,,,1,365
5100201,Fleur,,Kensington and Chelsea,51.50035118,-0.213062692,Entire home/apt,170,5,0,,,1,353
3305470,Peter,,Kensington and Chelsea,51.52355552,-0.206830903,Entire home/apt,110,4,1,2014/7/1,0.1,1,74
4377619,Nick,,Southwark,51.5008675,-0.085037254,Entire home/apt,110,3,2,2015/3/25,0.5,1,206
4649968,Gab,,Kensington and Chelsea,51.51515891,-0.209855986,Entire home/apt,110,2,2,2015/3/2,1.5,1,349
1561246,Giorgia,,Kensington and Chelsea,51.48928756,-0.178824157,Entire home/apt,150,2,3,2014/10/14,0.4,1,299
882330,Safia,,Lewisham,51.44830801,-0.000806337,Entire home/apt,129,2,0,,,7,365
4631836,Ben,,Kensington and Chelsea,51.51075209,-0.193654554,Entire home/apt,325,3,6,2015/3/31,1.8,1,134
5238080,Gavin,,Camden,51.51392653,-0.129538029,Entire home/apt,140,3,1,2015/3/15,1,1,114
4628668,Fabio&Aggie,,Tower Hamlets,51.49824202,-0.012893939,Entire home/apt,79,1,2,2015/3/9,0.5,8,328
4692102,Nicoletta,,Westminster,51.51375475,-0.187963853,Entire home/apt,109,2,4,2015/3/30,1.3,1,110
1761152,Jane,,Hackney,51.54099241,-0.065811696,Private room,47,2,22,2015/1/2,1.3,1,314
4019149,Ian,,Westminster,51.51083635,-0.1209779,Entire home/apt,250,3,1,2015/1/7,0.3,23,365
884953,Mattia & Elena,,Hackney,51.53979251,-0.072908448,Private room,46,5,16,2014/4/9,0.7,2,92
2010398,Martin,,Islington,51.54693267,-0.107041746,Entire home/apt,165,2,6,2015/1/3,0.7,1,167
5053222,Jennifer,,Hammersmith and Fulham,51.50130393,-0.217859808,Private room,65,1,0,,,1,347
2094680,Arvi,,Kensington and Chelsea,51.51616525,-0.209547601,Entire home/apt,259,7,0,,,54,365
4585329,Rosemary,,Kensington and Chelsea,51.49051154,-0.190740449,Entire home/apt,100,1,0,,,1,117
1056014,Rebecca And Andrew,,Hackney,51.53642768,-0.052074569,Private room,60,3,10,2014/12/17,0.4,2,307
602825,Fiona,,Lambeth,51.43862571,-0.111311481,Private room,47,3,15,2014/10/18,0.5,2,249
1277910,Marie-Laure,,Hammersmith and Fulham,51.49747316,-0.220605734,Entire home/apt,193,2,21,2015/2/2,1,1,225
360968,Rose,,Wandsworth,51.46298846,-0.223355486,Private room,55,3,36,2015/3/30,1.1,2,226
