id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4887163,Central Location Perfect For Any Type Of Trip,,Westminster,51.52075216,-0.161586611,Entire home/apt,320,1,0,,,9,365
3754768,Dinesh,,Westminster,51.5094549,-0.148149383,Entire home/apt,299,5,2,2015/1/2,0.6,10,311
3309321,___,,Westminster,51.51988417,-0.17968872,Private room,64,1,0,,,1,273
4974683,Ian,,Hackney,51.56408022,-0.093500413,Entire home/apt,65,3,11,2015/3/30,5.1,1,97
419366,Petra,,Camden,51.53954288,-0.141053665,Entire home/apt,410,2,15,2015/2/14,0.4,106,0
4693920,Lauren,,Camden,51.55364576,-0.155525931,Private room,30,6,1,2015/1/4,0.3,1,156
2085976,Belinda,,Camden,51.54569168,-0.156331011,Private room,65,3,0,,,1,365
5123253,M,,Hammersmith and Fulham,51.49386273,-0.235237104,Private room,37,1,5,2015/3/31,3.1,5,312
490433,Joanne,,Hammersmith and Fulham,51.49810042,-0.216925079,Entire home/apt,350,3,2,2013/12/27,0.1,2,192
1051071,Sharif,,Tower Hamlets,51.52114224,-0.051892304,Entire home/apt,70,3,30,2015/3/1,1.4,2,181
5615825,Guillaume,,Westminster,51.51708822,-0.171483296,Private room,49,2,1,2015/3/27,1,1,14
3365023,David,,Islington,51.53387687,-0.104645773,Private room,69,2,30,2015/3/30,3.4,9,327
751961,Matthew,,Islington,51.57006116,-0.12093002,Private room,75,1,58,2015/4/6,2,1,305
4522622,Todd,,Islington,51.52971262,-0.109687061,Entire home/apt,150,1,0,,,1,40
1720175,Harumi,,Islington,51.56693745,-0.116055736,Entire home/apt,162,7,0,,,11,269
1219153,Davinia,,Islington,51.53107589,-0.098431008,Entire home/apt,150,25,22,2014/2/8,1.1,2,365
432677,Andrew,,Hackney,51.52820417,-0.078280273,Entire home/apt,199,2,54,2015/2/18,1.8,3,336
5592333,Joshua,,Hackney,51.54689715,-0.043104071,Entire home/apt,90,2,0,,,1,312
5589540,Candice,,Hackney,51.52609283,-0.077825642,Private room,93,1,0,,,1,59
402740,Carmen,,Haringey,51.60458648,-0.130849911,Private room,30,5,38,2015/2/11,1.2,3,259
3306370,Tariq,,Brent,51.55142468,-0.237129774,Entire home/apt,99,1,0,,,1,365
835505,Esme,,Lambeth,51.46100468,-0.125836974,Private room,55,1,10,2014/2/24,0.4,1,338
1773121,Delia,,Lambeth,51.42728071,-0.126477483,Entire home/apt,60,1,0,,,1,365
5808607,Dan&Silvia,,Lambeth,51.46214033,-0.107257332,Private room,60,2,0,,,2,361
1067771,Sunny,,Southwark,51.49557173,-0.066347028,Private room,40,2,74,2015/3/29,3.2,5,295
5544830,Sidney,,Southwark,51.48695106,-0.096029991,Private room,42,1,1,2015/3/29,1,48,260
891224,Madeline & Daniel,,Southwark,51.4710119,-0.079650946,Private room,40,2,36,2015/2/15,1.4,3,186
451725,Sidney,,Lewisham,51.47331266,-0.044893956,Private room,35,1,38,2015/3/15,1.1,48,269
4792236,Sidney,,Lewisham,51.47302595,-0.026582418,Private room,31,1,2,2015/3/27,0.6,48,293
4726432,Sara,,Lewisham,51.45972553,-6.61818E-05,Private room,40,1,0,,,1,365
606735,Dele,,Greenwich,51.49371457,0.059013943,Shared room,31,2,0,,,1,365
3342979,Ana Regina,,Richmond upon Thames,51.47950167,-0.282586849,Entire home/apt,95,1,24,2015/1/25,2.5,1,329
1175836,Suzi,,Wandsworth,51.43879545,-0.144614483,Entire home/apt,121,2,11,2014/8/26,0.6,1,93
2647003,Tony,,Westminster,51.52244857,-0.179401086,Private room,138,2,0,,,1,300
5833386,Paul,,Wandsworth,51.47089741,-0.227966178,Private room,75,1,0,,,1,365
3879259,Beate,,Westminster,51.51257406,-0.126806142,Entire home/apt,199,3,1,2014/10/14,0.2,1,218
4757332,Nadim,,Tower Hamlets,51.5129314,-0.012214577,Private room,50,1,0,,,1,95
1402689,Santi,,Hackney,51.55251468,-0.041626842,Private room,50,1,11,2014/3/25,0.5,2,341
490522,Sidney,,Lewisham,51.47489302,-0.043839618,Private room,35,1,17,2015/2/10,0.5,48,284
4724837,Sidney,,Westminster,51.51428893,-0.181790523,Entire home/apt,120,1,1,2015/1/3,0.3,1,348
4578064,Paul,,Hackney,51.53642185,-0.070967082,Private room,50,2,0,,,1,180
611893,Indi,,Ealing,51.5223733,-0.265940379,Entire home/apt,130,3,88,2015/3/30,3.2,2,273
5368808,Amanda,,Westminster,51.51746154,-0.16279758,Entire home/apt,240,1,0,,,27,343
2456727,Morag,,Hackney,51.53609263,-0.062272963,Private room,30,20,0,,,1,365
1351002,Martha,,Lambeth,51.46552577,-0.097457347,Private room,25,7,1,2013/10/1,0.1,1,341
2349311,Emma,,Westminster,51.5164325,-0.192518031,Entire home/apt,180,3,12,2015/1/3,1,1,335
3253348,Andy,,Hammersmith and Fulham,51.48340995,-0.205017231,Private room,45,1,37,2015/4/5,4.2,1,325
5824990,Octavian,,Tower Hamlets,51.51149623,-0.05959371,Private room,30,1,0,,,1,34
4096337,Mo,,Wandsworth,51.44119013,-0.165305001,Private room,65,1,2,2015/1/2,0.4,1,365
4019624,Mike,,Hammersmith and Fulham,51.47538024,-0.182604674,Entire home/apt,145,1,0,,,5,365
731310,Kyrila,,Ealing,51.50399168,-0.276626602,Private room,45,4,7,2014/8/2,0.2,1,362
2569782,Clayton And Ana,,Tower Hamlets,51.51928608,-0.039688343,Private room,38,2,12,2015/3/22,1,1,352
3796367,Aurelie,,Hammersmith and Fulham,51.49428939,-0.206043139,Private room,49,1,14,2015/3/24,1.9,35,13
60395,Linda,,Ealing,51.49540166,-0.310815699,Private room,23,4,84,2015/4/6,1.9,1,300
412059,Jon,,Hackney,51.52600453,-0.079277373,Entire home/apt,495,1,29,2015/3/30,0.9,2,348
3700798,Ben,,Camden,51.52569881,-0.126740743,Entire home/apt,195,2,21,2015/3/31,3.1,1,346
1319429,Chantal,,Hackney,51.54512322,-0.055900381,Private room,80,1,2,2015/1/13,0.1,3,363
4725305,Ian,,Hackney,51.53813021,-0.058559983,Entire home/apt,79,2,2,2015/2/8,0.6,1,99
348076,Paolo,,Newham,51.54402885,0.009167815,Private room,100,1,0,,,2,365
4889183,Steven,,Lambeth,51.49047527,-0.110883762,Private room,80,3,0,,,1,329
5040195,Sidney,,Lewisham,51.47382335,-0.026107774,Private room,32,1,0,,,48,317
3571260,Lee,,Lewisham,51.46489962,-0.022110099,Entire home/apt,55,1,0,,,2,355
5038737,Shirley,,Wandsworth,51.42296187,-0.141554537,Private room,30,1,0,,,1,59
3319370,Henry,,Wandsworth,51.46437592,-0.182672986,Entire home/apt,90,5,0,,,3,226
3015624,Manuela,,Lambeth,51.46605722,-0.136989891,Private room,35,10,2,2014/12/24,0.3,11,280
2941098,Anthony,,Wandsworth,51.45379366,-0.160511155,Entire home/apt,285,1,0,,,1,365
2814955,Sophie,,Islington,51.55515262,-0.106730282,Entire home/apt,150,2,1,2014/6/9,0.1,1,322
3306265,Igor,,Kensington and Chelsea,51.4983078,-0.192525053,Entire home/apt,100,1,53,2015/3/19,5.4,1,62
4185701,Julien,,Kensington and Chelsea,51.51635168,-0.209417732,Entire home/apt,139,3,0,,,1,0
1185648,D Collection,,Kensington and Chelsea,51.48779597,-0.194501161,Entire home/apt,190,3,15,2015/1/28,0.7,6,360
1963924,Toby,,Westminster,51.51487748,-0.135711216,Entire home/apt,130,3,19,2015/3/20,1.2,16,274
5236093,George,,Westminster,51.51515725,-0.189886839,Entire home/apt,100,1,0,,,1,37
5101246,Amanda,,Westminster,51.5142327,-0.175289885,Entire home/apt,230,2,0,,,27,348
3402697,Fabian,,Westminster,51.51263038,-0.188104097,Private room,60,1,0,,,1,262
727680,Pedro,,Tower Hamlets,51.5129498,-0.059925916,Private room,91,2,24,2015/3/4,0.8,1,365
4087716,Dali,,Camden,51.52067185,-0.134521298,Entire home/apt,120,2,12,2015/3/13,2.1,1,274
5719725,Audrey,,Tower Hamlets,51.53014162,-0.042903305,Private room,45,1,1,2015/3/22,1,1,295
4285363,Tom,,Tower Hamlets,51.52296023,-0.068631235,Private room,79,1,0,,,1,365
246271,Claire Denise,,Tower Hamlets,51.53179053,-0.034130508,Entire home/apt,150,3,13,2014/12/8,0.3,2,264
604377,Adam,,Hackney,51.53006415,-0.077143181,Private room,70,1,16,2015/4/6,0.7,1,354
2344126,Joe,,Islington,51.53517744,-0.104382849,Entire home/apt,130,1,5,2015/1/3,0.4,1,289
467865,Giorgia,,Southwark,51.47819819,-0.087464423,Private room,30,2,78,2015/1/28,2.3,3,313
1540303,Emma,,Islington,51.55755974,-0.137206929,Private room,53,3,8,2015/2/27,0.9,1,345
99882,Maria,,Islington,51.55720635,-0.101277957,Private room,99,8,126,2014/2/14,2.7,1,365
4849736,Robert,,Islington,51.5243628,-0.087935984,Private room,80,2,1,2015/1/1,0.3,1,83
4835048,Gurpreet,,Ealing,51.51127857,-0.288241005,Entire home/apt,80,3,1,2015/1/7,0.3,1,302
3315478,Anna,,Islington,51.53907858,-0.116089682,Entire home/apt,80,2,9,2015/3/14,1.4,1,93
4269967,Mathilde,,Kensington and Chelsea,51.52131657,-0.208446156,Private room,59,1,5,2014/12/15,0.9,1,355
1648400,Andrea,,Hackney,51.55578891,-0.090226723,Private room,35,3,3,2015/3/23,0.4,1,355
173082,Ingrid,,Hackney,51.53892993,-0.042628061,Entire home/apt,79,1,142,2015/4/3,3.2,1,269
2602971,Andrew,,Hackney,51.5373002,-0.075718016,Private room,29,2,39,2015/4/4,3.1,4,302
4168596,Melissa,,Tower Hamlets,51.53267278,-0.044463012,Entire home/apt,155,4,1,2014/12/21,0.3,2,352
5049699,Jacqualine,,Hammersmith and Fulham,51.48054406,-0.195052536,Entire home/apt,100,1,2,2015/3/21,1.2,1,335
1577279,Philippine,,Hackney,51.528593,-0.078761404,Private room,76,2,29,2015/3/5,1.9,3,291
5908462,Patrick,,Hackney,51.54047408,-0.064609566,Private room,50,1,0,,,1,61
84201,Jon,,Newham,51.5161652,0.050467431,Private room,138,1,0,,,1,365
4940332,Ellen,,Barking and Dagenham,51.53138154,0.074778832,Entire home/apt,90,1,0,,,1,331
3205296,Tuppence,,Westminster,51.49079267,-0.125186405,Entire home/apt,120,3,6,2015/1/2,0.7,1,93
3704965,Menna,,Ealing,51.51782814,-0.293209308,Entire home/apt,65,1,5,2014/8/30,0.6,1,95
954168,Kanley,,Lambeth,51.48522587,-0.121499992,Entire home/apt,200,3,8,2015/1/5,0.7,2,326
3740057,Steve,,Lambeth,51.45935113,-0.125642311,Entire home/apt,245,2,11,2015/4/6,1.6,1,70
4535484,Bruno,,Lambeth,51.42571664,-0.109849555,Private room,60,1,0,,,1,365
3673887,Anna,,Lewisham,51.45156347,-0.012554005,Entire home/apt,90,2,1,2015/1/1,0.3,1,354
4188420,Colin,,Westminster,51.49224558,-0.14341328,Entire home/apt,250,4,0,,,1,69
5178582,Emilie,,Westminster,51.51222848,-0.182888892,Entire home/apt,400,1,0,,,1,143
5624313,Nikki,,Westminster,51.51744533,-0.149120985,Entire home/apt,190,1,0,,,1,2
5831747,Isamu,,Kensington and Chelsea,51.48285803,-0.184393669,Entire home/apt,172,1,0,,,1,203
5808612,James,,Tower Hamlets,51.52563849,-0.071994892,Entire home/apt,69,1,0,,,1,80
4267176,Guneet,,Westminster,51.52306984,-0.159737611,Entire home/apt,120,2,13,2015/1/20,2.5,12,163
3877234,Aneela,,Tower Hamlets,51.51737838,-0.050047657,Entire home/apt,120,3,6,2015/3/23,0.8,8,240
5035647,Anveer,,Tower Hamlets,51.52279466,-0.070911867,Entire home/apt,96,2,3,2015/3/16,2.4,20,349
5034634,Lizi,,Tower Hamlets,51.53578611,-0.030631603,Private room,40,2,3,2015/3/26,2.1,1,36
4140849,Madeleine,,Islington,51.54956184,-0.100772658,Entire home/apt,215,3,0,,,1,365
4464194,Patrick And Sandrine,,Islington,51.52588194,-0.108023422,Private room,45,1,36,2015/4/1,7.9,1,173
2942833,Skanda,,Islington,51.53029694,-0.110308973,Private room,95,1,0,,,1,365
3202531,Emily,,Islington,51.52745812,-0.101568904,Entire home/apt,95,1,2,2014/6/30,0.2,1,0
4905825,Audra,,Islington,51.56044912,-0.119309666,Entire home/apt,125,3,0,,,1,92
5039949,Giulia,,Islington,51.54863585,-0.097853872,Private room,40,3,0,,,1,59
3250430,Lisa,,Islington,51.53873337,-0.104541454,Private room,110,1,2,2014/9/17,0.2,1,365
5028815,Dana,,Islington,51.55284609,-0.111890787,Private room,55,1,0,,,1,365
2759543,Dilek,,Hackney,51.54709197,-0.061430033,Private room,25,3,9,2015/2/22,0.8,9,350
446900,Carmen,,Hackney,51.54590001,-0.073343269,Entire home/apt,200,2,20,2015/3/13,0.6,1,299
584774,Chris,,Hackney,51.53594617,-0.062488329,Entire home/apt,85,5,2,2014/9/14,0.3,1,204
665892,Joe,,Hackney,51.55536507,-0.089195185,Entire home/apt,50,1,16,2014/11/19,0.5,4,363
1593509,Ludovica,,Hackney,51.52830803,-0.086154507,Private room,99,2,19,2014/7/9,1,4,274
1184626,Laura,,Hackney,51.5395779,-0.083849123,Private room,50,2,11,2014/9/21,0.5,4,362
5370655,Samantha,,Hackney,51.5462148,-0.034787956,Entire home/apt,70,1,1,2015/3/29,1,1,296
4246292,Fernando,,Hackney,51.546288,-0.074503375,Entire home/apt,132,1,0,,,2,188
1949124,Rebecca,,Hackney,51.53609683,-0.060724807,Private room,52,1,9,2015/3/15,0.6,1,92
1343501,Ana,,Ealing,51.50576064,-0.26702008,Private room,39,1,1,2014/9/1,0.1,4,365
4913643,Hester,,Brent,51.54945697,-0.219368066,Private room,60,1,3,2015/3/16,1.7,1,305
3046331,Sandra,,Enfield,51.64061612,-0.038771522,Entire home/apt,200,6,1,2014/10/22,0.2,1,365
4259709,Adriano,,Lambeth,51.44513275,-0.108825113,Private room,180,5,0,,,1,159
5158899,Andrew,,Southwark,51.48088542,-0.053426449,Private room,30,1,1,2015/2/3,0.5,1,359
554757,Georgina,,Southwark,51.46229961,-0.060637696,Shared room,18,2,49,2015/3/23,1.5,1,45
919953,Sergiy,,Lewisham,51.44424303,-0.032399384,Entire home/apt,60,1,6,2015/2/22,0.4,1,271
2351736,Sophie,,Lewisham,51.46893333,-0.046928617,Private room,55,1,9,2015/4/1,0.8,1,362
2487347,Ben,,Wandsworth,51.46242813,-0.225884509,Private room,70,1,1,2014/5/13,0.1,1,365
2224749,Sidney,,Lewisham,51.47229027,-0.027731346,Private room,35,1,3,2014/12/30,0.5,48,307
4953551,David,,Lewisham,51.46296929,-0.014894695,Private room,47,1,1,2015/3/6,0.9,1,67
1938632,Graham,,Greenwich,51.48165704,-0.011722047,Entire home/apt,120,5,5,2014/10/30,0.4,1,305
5059970,Anna Lee,,Greenwich,51.48786525,0.064369586,Private room,45,2,3,2015/2/8,1.1,1,344
413165,June,,Richmond upon Thames,51.46062445,-0.307627326,Private room,49,1,7,2015/3/11,0.9,2,356
3040403,Patricia,,Merton,51.41602542,-0.216965002,Private room,38,3,3,2014/10/14,0.3,2,331
3719164,Anna,,Wandsworth,51.4594183,-0.176094301,Private room,42,1,13,2015/3/22,1.7,1,187
3913731,Guneet,,Wandsworth,51.47942708,-0.16895712,Entire home/apt,800,14,0,,,12,365
4957342,Leah,,Wandsworth,51.45910063,-0.216837671,Entire home/apt,79,3,4,2015/3/30,1.4,1,230
2602829,Karen,,Wandsworth,51.44686531,-0.208248794,Private room,40,2,33,2015/4/4,2.8,1,332
3520406,Alice,,Wandsworth,51.46743394,-0.163597427,Entire home/apt,120,4,0,,,1,275
2361426,Sharon,,Hammersmith and Fulham,51.47801484,-0.203991745,Private room,65,2,0,,,1,364
895535,Safia,,Lewisham,51.44739652,0.00012369,Entire home/apt,129,2,2,2013/4/4,0.1,7,365
3607405,Nassera,,Hammersmith and Fulham,51.49087079,-0.215596008,Private room,50,1,0,,,1,365
2791606,David,,Hammersmith and Fulham,51.48232743,-0.193638069,Private room,75,5,0,,,1,365
5570699,Jhonathan,,Hammersmith and Fulham,51.4865171,-0.224968611,Private room,70,1,0,,,1,363
968686,Maxime And Fanny,,Kensington and Chelsea,51.48713543,-0.181337397,Entire home/apt,119,2,14,2015/2/8,0.6,100,9
2423198,Andre,,Kensington and Chelsea,51.49010741,-0.197049858,Entire home/apt,155,5,20,2015/3/30,1.7,2,285
3603186,Alexandre,,Kensington and Chelsea,51.49265906,-0.185388388,Entire home/apt,275,6,1,2015/1/2,0.3,12,29
4478411,Tino,,Kensington and Chelsea,51.47898705,-0.181972548,Private room,88,2,0,,,2,127
823533,Carrie,,Kensington and Chelsea,51.48642618,-0.167641514,Entire home/apt,85,3,60,2015/3/28,2.2,16,248
1430154,Soner,,Southwark,51.45837999,-0.084878874,Entire home/apt,175,1,20,2015/4/4,1.1,1,365
752967,Nino,,City of London,51.51864737,-0.103345904,Private room,75,7,1,2014/12/17,0.3,5,264
1919227,Alison,,Westminster,51.49052146,-0.1413447,Entire home/apt,170,4,2,2014/1/3,0.1,1,0
3356057,Stephen,,Westminster,51.49246934,-0.132692939,Entire home/apt,185,2,5,2015/3/16,0.5,1,330
5074710,Tim,,Westminster,51.51233716,-0.141349391,Entire home/apt,150,2,2,2015/3/29,1.6,1,9
355058,Ateeq,,Westminster,51.51535376,-0.159980159,Entire home/apt,150,2,24,2015/3/5,1,11,282
4413367,Igor,,Westminster,51.51882967,-0.137622932,Entire home/apt,190,2,3,2015/4/2,0.7,7,361
5140885,Amanda,,Westminster,51.51490069,-0.173385581,Entire home/apt,240,1,0,,,27,348
4597160,Aditya,,Westminster,51.5298238,-0.176142789,Entire home/apt,75,1,7,2015/4/6,1.7,1,0
671365,Ivan,,Westminster,51.49476431,-0.130818999,Private room,85,3,61,2015/1/3,2,1,203
2314387,Mel,,Haringey,51.58024298,-0.12212708,Entire home/apt,90,7,8,2015/3/7,0.7,1,355
1592843,Oleg,,Camden,51.52653814,-0.129021993,Private room,45,1,131,2015/3/1,7.1,4,0
4933923,Zaeem,,Camden,51.52874308,-0.117535544,Private room,38,1,18,2015/4/5,5.6,11,321
5605654,Caroline,,Camden,51.53816864,-0.138069786,Private room,50,2,3,2015/4/6,3,1,169
4797614,Chris,,Camden,51.52129363,-0.119970241,Private room,68,1,1,2014/12/31,0.3,2,365
205845,Petra,,Camden,51.52232397,-0.112078232,Entire home/apt,350,2,3,2014/1/23,0.1,106,292
558664,Laura,,Camden,51.52176553,-0.109591503,Private room,49,2,27,2014/12/14,0.8,1,291
1196933,Heiko And Lea,,Tower Hamlets,51.52519414,-0.072044464,Private room,75,1,63,2015/3/5,2.8,2,347
793373,Julie,,Tower Hamlets,51.52532935,-0.034497472,Private room,45,1,0,,,1,347
3477777,Felix,,Tower Hamlets,51.53460287,-0.052810186,Private room,40,1,5,2015/2/10,0.6,1,9
4669524,Marie,,Tower Hamlets,51.49504032,-0.006729226,Private room,35,2,3,2015/2/1,0.9,2,156
117993,Rabbhi,,Tower Hamlets,51.50515744,-0.007471476,Entire home/apt,75,1,164,2015/4/1,3.6,1,301
888941,Ian,,Tower Hamlets,51.50041018,-0.025456977,Entire home/apt,95,4,46,2015/4/2,1.8,1,243
2081392,Pauline,,Tower Hamlets,51.51323792,-0.059081888,Private room,28,3,49,2014/11/22,3.2,3,0
5605714,Duncan,,Tower Hamlets,51.52641686,-0.031634467,Private room,30,2,0,,,3,2
3285801,Anveer,,Tower Hamlets,51.51371245,-0.06169913,Entire home/apt,100,2,16,2015/3/9,1.8,20,356
5233867,Anna,,Tower Hamlets,51.52996027,-0.032261549,Shared room,27,1,6,2015/3/29,3.5,3,350
3375026,Emily,,Islington,51.53601185,-0.11760166,Entire home/apt,235,2,28,2015/3/31,2.9,5,255
413331,Mark,,Islington,51.53382517,-0.118402372,Entire home/apt,95,3,81,2015/3/30,2.3,1,242
2514866,Richard,,Islington,51.54799155,-0.114211268,Entire home/apt,92,7,1,2014/6/30,0.1,1,134
4551677,Daniel,,Hackney,51.5591778,-0.06100766,Private room,35,1,0,,,1,121
3687523,David,,Islington,51.53694693,-0.105615866,Private room,72,2,23,2015/4/3,3.3,9,338
4037386,Irwin Apartments,,Kensington and Chelsea,51.51744802,-0.202973593,Entire home/apt,129,1,6,2014/11/3,1,16,365
3424027,Artemis,,Southwark,51.49762586,-0.078816008,Entire home/apt,75,1,0,,,1,200
5614631,Alejandro,,Hackney,51.53151303,-0.069424755,Private room,60,3,0,,,1,10
5545594,Alice,,Kensington and Chelsea,51.5029237,-0.193281707,Entire home/apt,165,5,0,,,97,333
3281516,Will,,Hackney,51.55566999,-0.051597125,Private room,20,14,0,,,1,275
5134118,Susie,,Lambeth,51.44391403,-0.144344498,Private room,50,1,0,,,3,365
188214,Georgia,,Southwark,51.49216829,-0.041505579,Private room,44,1,3,2014/9/7,0.1,1,188
81936,Nina,,Southwark,51.47546961,-0.060650337,Private room,49,2,6,2015/3/24,0.1,1,365
4643063,Penny,,Lewisham,51.47715248,-0.047506727,Entire home/apt,70,10,0,,,1,110
452616,Moira,,Lewisham,51.46217386,-0.022370637,Private room,35,2,63,2015/3/6,1.9,2,281
629760,Babs,,Tower Hamlets,51.52799949,-0.02665917,Entire home/apt,110,7,0,,,2,65
951948,Sidney,,Lewisham,51.47195571,-0.029607835,Private room,36,1,5,2015/2/13,0.2,48,322
71983,Roderick,,Wandsworth,51.47435419,-0.154399365,Entire home/apt,150,2,12,2015/1/3,0.2,1,212
5543178,Klara,,Wandsworth,51.45973299,-0.178682392,Private room,60,1,0,,,2,362
4573828,Fleour,,Hammersmith and Fulham,51.48738853,-0.20953647,Private room,57,1,1,2014/12/9,0.3,2,349
464795,Lia,,Hammersmith and Fulham,51.50824905,-0.231194641,Entire home/apt,250,7,0,,,2,26
1008596,Lauren,,Wandsworth,51.47560283,-0.150943424,Entire home/apt,90,2,33,2015/2/24,1.4,1,365
3205596,Tino,,Hammersmith and Fulham,51.47136971,-0.18912149,Entire home/apt,50,1,31,2015/3/23,6.3,5,62
536794,Annamaria,,Lambeth,51.45694963,-0.109271983,Private room,48,3,7,2014/12/3,0.4,2,365
3983033,Mike & Louise,,Hammersmith and Fulham,51.47309678,-0.19125607,Entire home/apt,150,1,6,2014/12/2,1,1,180
4903208,Central Location Perfect For Any Type Of Trip,,Westminster,51.52100387,-0.162988283,Private room,49,1,2,2015/1/19,0.6,9,364
5462493,Ranya,,Kensington and Chelsea,51.49377737,-0.195015128,Entire home/apt,105,3,0,,,6,332
998626,Marie,,Kensington and Chelsea,51.5177289,-0.201723239,Private room,60,1,22,2014/10/25,0.9,3,95
3519745,Jonathan,,Islington,51.55329558,-0.108482671,Entire home/apt,98,2,0,,,1,65
1493771,Olga,,Westminster,51.51767827,-0.156864018,Entire home/apt,125,4,31,2015/3/22,1.6,7,308
1298909,Lucy,,Westminster,51.51329532,-0.132275904,Entire home/apt,115,1,76,2015/3/10,3.6,4,310
4100098,Elizabeth,,Westminster,51.53086501,-0.204519637,Entire home/apt,110,3,2,2015/1/3,0.5,32,246
5294537,Lucio,,Westminster,51.52376686,-0.202164407,Private room,79,1,0,,,1,365
3882372,Elizabeth,,Westminster,51.52211261,-0.174732589,Entire home/apt,85,3,5,2015/3/26,0.7,32,271
4296012,Dharma,,Westminster,51.48854458,-0.141263057,Private room,45,1,32,2015/4/4,7.3,3,166
88656,Mardi,,Westminster,51.49911223,-0.148803523,Private room,100,2,5,2014/12/5,0.7,2,244
5358118,Pauline,,Hammersmith and Fulham,51.50141969,-0.224603209,Entire home/apt,77,1,1,2015/3/18,1,1,184
1548785,Steve,,Lambeth,51.44516128,-0.132690278,Private room,39,3,0,,,1,365
501754,Sidney,,Lewisham,51.47576286,-0.030891635,Entire home/apt,80,2,22,2015/2/22,0.7,48,303
4407320,Sam,,Camden,51.52852125,-0.142282674,Shared room,53,1,0,,,2,365
3893304,Eduardo,,Camden,51.54591973,-0.189085042,Private room,50,1,4,2015/4/3,0.6,1,362
3429643,Antonio,,Camden,51.53506391,-0.138818354,Entire home/apt,170,1,31,2015/3/22,3.6,3,213
4381718,Rob,,Camden,51.54434802,-0.19593871,Private room,72,1,0,,,1,350
3077914,Damon,,Tower Hamlets,51.53126689,-0.059833877,Entire home/apt,55,4,5,2015/2/14,0.6,1,107
4758272,Bhavik,,Tower Hamlets,51.52618687,-0.070751164,Private room,55,3,0,,,1,364
2394886,Anand,,Southwark,51.49608807,-0.041274771,Private room,37,1,1,2014/9/22,0.2,1,360
5522283,Leon,,Tower Hamlets,51.52421079,-0.074928592,Entire home/apt,150,3,0,,,1,96
1149603,Jessica,,Hammersmith and Fulham,51.50201304,-0.225985242,Entire home/apt,189,3,12,2014/12/26,0.6,1,85
3451099,Rebecca,,Tower Hamlets,51.51560327,-0.029129234,Private room,55,1,5,2014/8/8,0.6,1,65
4912752,Marco,,Tower Hamlets,51.51984895,-0.017608162,Entire home/apt,65,1,4,2015/2/7,1.3,1,0
3982623,Maxime And Fanny,,Kensington and Chelsea,51.48686584,-0.178945313,Entire home/apt,299,1,3,2014/9/29,0.5,100,0
4420585,Barbara,,Tower Hamlets,51.53270936,-0.032922114,Private room,25,1,1,2014/12/1,0.2,1,138
5315202,Kay,,Westminster,51.52925152,-0.186840185,Private room,37,7,0,,,1,8
3714336,Rob,,Lambeth,51.45002727,-0.127857985,Private room,35,1,0,,,4,227
5693435,Cissi,,Hackney,51.5450792,-0.025829508,Entire home/apt,120,2,0,,,1,8
4580312,Jai,,Islington,51.54157935,-0.117446995,Private room,60,2,0,,,4,365
1088695,Carmen,,Haringey,51.60344999,-0.129742088,Private room,35,5,13,2015/2/1,0.6,3,184
1520823,Francois,,Islington,51.53267048,-0.121591155,Entire home/apt,99,1,5,2015/1/2,0.4,1,95
1438456,Iki,,Islington,51.56100611,-0.109563761,Private room,55,1,3,2014/11/9,0.3,1,365
5313255,_zkan,,Hammersmith and Fulham,51.47506774,-0.191105269,Private room,39,1,0,,,2,365
3341435,Hannah,,Lambeth,51.46173166,-0.113463492,Private room,45,1,23,2015/3/24,2.5,1,67
617678,Millie,,Islington,51.52386809,-0.092118035,Entire home/apt,92,2,24,2015/3/13,0.8,1,44
4935380,Sara,,Islington,51.53640295,-0.103507794,Entire home/apt,130,4,0,,,1,71
4154915,David,,Islington,51.53299068,-0.121261339,Private room,72,2,22,2015/3/29,3.6,9,329
3590227,Ahmed,,Islington,51.54712081,-0.126787497,Private room,55,1,0,,,1,365
3699743,Don,,Islington,51.53486884,-0.093940463,Entire home/apt,100,2,8,2015/1/26,1.1,1,217
5660678,Eric,,Islington,51.54751653,-0.10055996,Entire home/apt,119,3,0,,,1,26
4039525,Serena,,Islington,51.53156034,-0.108330901,Entire home/apt,98,2,2,2014/10/26,0.3,1,248
4992905,Pablo,,Islington,51.53261369,-0.103772616,Entire home/apt,150,3,0,,,1,240
3031220,Adriano,,Westminster,51.51698154,-0.177720437,Entire home/apt,109,3,28,2015/3/30,2.8,1,283
3762416,Dinesh,,Westminster,51.50928056,-0.147563591,Entire home/apt,220,5,5,2015/3/31,0.8,10,321
250192,Love LONDON,,Westminster,51.51445692,-0.131226303,Private room,95,1,220,2015/4/3,5.8,1,308
1605623,Cecilia,,Islington,51.55113257,-0.08398792,Private room,30,2,64,2015/4/5,3.4,1,288
4423808,Lesley,,Islington,51.55390884,-0.111984121,Entire home/apt,99,4,1,2015/1/4,0.3,1,128
3801806,Daniele,,Westminster,51.52603948,-0.175102212,Private room,40,1,0,,,1,365
623385,Hazel,,Waltham Forest,51.59203709,0.000907599,Private room,19,14,12,2015/3/8,0.4,1,267
3984429,June,,Richmond upon Thames,51.46120262,-0.308057899,Private room,59,1,9,2015/3/16,1.4,2,350
